Datetime,PM2.5,PM10,NO2,CO,SO2,O3,AQI
2019-03-11 16:00:00,25.51,115.99,3.54,1.41,6.15,49.56,121
2019-03-11 17:00:00,25.85,139.33,3.33,1.4,5.98,54.59,120
2019-03-11 18:00:00,19.77,142.57,4.98,1.42,6.54,50.19,120
2019-03-11 19:00:00,24.53,117.87,6.2,1.45,6.21,39.69,119
2019-03-11 20:00:00,14.21,117.8,6.83,1.48,6.19,38.55,120
2019-03-11 21:00:00,16.1,96.26,9.33,1.55,6.32,30.76,119
2019-03-11 22:00:00,21.43,127.03,6.53,1.53,6.56,32.86,120
2019-03-11 23:00:00,16.62,115.41,6,1.57,5.83,28.58,119
2019-03-12 00:00:00,16.21,113.43,4.29,1.44,5.9,34.75,117
2019-03-12 01:00:00,7.81,84.29,4.52,1.4,5.7,38.78,115
2019-03-12 02:00:00,15.16,85.98,4.35,1.37,5.28,39.77,113
2019-03-12 03:00:00,14.35,81.67,4.07,1.42,5.25,37.4,106
2019-03-12 04:00:00,13.36,89.86,5.29,1.38,5.37,35.41,105
2019-03-12 05:00:00,14.55,78.03,6.69,1.41,5.43,32.8,104
2019-03-12 06:00:00,18.73,88.57,13.46,1.49,5.96,24.6,105
2019-03-12 07:00:00,15.24,98.3,15.59,1.66,6.29,24.55,105
2019-03-12 08:00:00,19.38,97.66,12.45,1.62,5.79,30.72,103
2019-03-12 09:00:00,19.29,49.65,10.81,1.58,6.31,41.98,102
2019-03-12 10:00:00,8.7,21.73,16.26,1.75,7.28,36.72,101
2019-03-12 11:00:00,26.39,79.45,27.07,1.95,9.49,35.24,101
2019-03-12 12:00:00,32.88,129.73,15.25,1.66,8.03,53.14,101
2019-03-12 13:00:00,20.52,91.49,6.42,1.49,7.14,67.27,100
2019-03-12 14:00:00,22.72,94.55,5.19,1.47,7.29,74.68,99
2019-03-12 15:00:00,26,63.36,3.66,1.44,6.42,72.23,98
2019-03-12 16:00:00,15.53,70.39,5.02,1.48,6.45,86.39,98
2019-03-12 17:00:00,28.1,99.94,8.7,1.54,7.46,96.62,98
2019-03-12 18:00:00,31.76,136.24,6.09,1.52,7.68,112.8,119
2019-03-12 19:00:00,30.19,130.51,6.73,1.55,7.5,115.92,123
2019-03-12 20:00:00,27.93,104.63,8.18,1.57,7.37,103.62,123
2019-03-12 21:00:00,23.18,100.35,9.37,1.6,7.07,94.25,123
2019-03-12 22:00:00,25.84,113.43,8.78,1.63,7.5,81.08,123
2019-03-12 23:00:00,30.62,107.1,8.02,1.63,7.19,81.82,123
2019-03-13 00:00:00,22.73,95.17,8.29,1.61,7.37,86.2,123
2019-03-13 01:00:00,21.21,73.79,8.64,1.58,6.99,77.14,123
2019-03-13 02:00:00,28.29,99.3,8.44,1.61,6.4,65.98,123
2019-03-13 03:00:00,27.09,99.2,18.55,1.69,7.32,48.84,105
2019-03-13 04:00:00,21.54,98.57,7.69,1.54,7.31,66.68,94
2019-03-13 05:00:00,22.66,73.39,6.57,1.48,7.04,79.25,92
2019-03-13 06:00:00,22.46,64.11,8.48,1.5,7.15,63.44,91
2019-03-13 07:00:00,18.15,85.5,28.04,1.85,7.76,31.93,92
2019-03-13 08:00:00,32.09,124.63,29.96,2.12,8.62,31.55,102
2019-03-13 09:00:00,22.16,89.99,28.22,1.9,7.31,86.19,102
2019-03-13 10:00:00,15.36,52.81,22.02,1.8,8.04,118.22,127
2019-03-13 11:00:00,21.55,68.84,8.49,1.54,10.34,138.04,156
2019-03-13 12:00:00,24.82,97.67,6.38,1.5,9.35,123.78,156
2019-03-13 13:00:00,26.3,86.11,6.46,1.5,6.95,136.87,156
2019-03-13 14:00:00,21.45,91.55,5.42,1.48,6.57,155.32,181
2019-03-13 15:00:00,35.64,98.51,4.83,1.46,7.06,143.55,181
2019-03-13 16:00:00,23.11,78.33,5.33,1.45,6.9,134.76,181
2019-03-13 17:00:00,22.1,114.98,4.17,1.44,8,134.79,181
2019-03-13 18:00:00,28.5,114.46,5.22,1.45,6.39,123.13,181
2019-03-13 19:00:00,18.8,95.72,5.95,1.46,6.99,107.22,181
2019-03-13 20:00:00,23.01,93.46,7.55,1.48,7.62,107.38,181
2019-03-13 21:00:00,17.98,95.08,8.79,1.5,6.75,98.13,181
2019-03-13 22:00:00,21.99,85.4,9.82,1.54,6.86,89.01,164
2019-03-13 23:00:00,21.63,88.11,8.41,1.48,6.41,95.63,151
2019-03-14 00:00:00,16.28,100.62,8.01,1.47,6.65,93.15,151
2019-03-14 01:00:00,27.66,93.04,8.23,1.44,6.1,90.11,134
2019-03-14 02:00:00,14.57,79.87,8.05,1.44,6.69,77.44,111
2019-03-14 03:00:00,16.47,63.39,8.03,1.42,6.36,70.31,111
2019-03-14 04:00:00,14.17,60.65,21.17,1.59,6.82,48.81,98
2019-03-14 05:00:00,13.23,88.89,21.02,1.71,7.18,50.13,96
2019-03-14 06:00:00,22.27,92.3,24.36,1.72,6.89,46.29,96
2019-03-14 07:00:00,15.1,88.04,24.63,1.91,7.66,47.98,96
2019-03-14 08:00:00,20.45,72.78,26.59,1.91,8.48,44.96,96
2019-03-14 09:00:00,18.85,71.73,30.73,2.07,10.11,44.6,101
2019-03-14 10:00:00,13.35,76.25,30.68,1.95,9.15,44.31,101
2019-03-14 11:00:00,34.99,109.54,35.02,2.02,9.74,47.09,101
2019-03-14 12:00:00,26.69,138.01,11.56,1.56,4.67,92.02,101
2019-03-14 13:00:00,15,134.38,6.01,1.48,2.95,98.29,101
2019-03-14 14:00:00,25.74,142.48,5.85,1.48,3.38,95.82,101
2019-03-14 15:00:00,42.39,127.68,5.02,1.45,2.25,88.29,101
2019-03-14 16:00:00,22.05,106.86,3.34,1.42,2.71,75.56,101
2019-03-14 17:00:00,26.43,105.74,3.43,1.41,2.26,78.37,100
2019-03-14 18:00:00,24.67,92.29,5.54,1.48,2.89,94.73,100
2019-03-14 19:00:00,23.05,98.58,7.64,1.52,2.12,85.1,98
2019-03-14 20:00:00,19.02,98.74,10.32,1.58,2.05,66.4,98
2019-03-14 21:00:00,19.75,97.6,17.18,1.75,2.21,47.42,96
2019-03-14 22:00:00,22.12,125.9,15.64,1.73,2.4,55.99,98
2019-03-14 23:00:00,22.77,116.76,14.69,1.71,2.01,64.12,99
2019-03-15 00:00:00,16.16,99.92,10.29,1.57,2.96,71.29,99
2019-03-15 01:00:00,31.37,73.67,8.9,1.52,2.09,62.59,98
2019-03-15 02:00:00,23.04,87.71,9.02,1.48,2.37,69.38,99
2019-03-15 03:00:00,13.02,81.9,6.98,1.44,1.64,67.93,100
2019-03-15 04:00:00,20.72,63.4,5.27,1.42,1.37,69.72,100
2019-03-15 05:00:00,14.3,60.99,9.49,1.47,1.8,71.7,98
2019-03-15 06:00:00,19.52,83,21.73,1.62,2.04,39.44,98
2019-03-15 07:00:00,22.56,100.73,24.46,1.98,3.14,38.4,99
2019-03-15 08:00:00,25.67,107.72,23.84,2.07,3.6,46.74,101
2019-03-15 09:00:00,30.18,123.82,36.08,2.46,7.36,54.56,106
2019-03-15 10:00:00,35.4,131.15,40.07,2.3,8.65,37.75,106
2019-03-15 11:00:00,36.86,150.6,43.52,2.11,8.28,36.47,106
2019-03-15 12:00:00,40.28,151.43,43.01,1.99,6.19,53.43,106
2019-03-15 13:00:00,39.77,151.72,34.89,1.83,6.1,81.7,106
2019-03-15 14:00:00,40.18,179.22,8.6,1.57,4.08,111.86,117
2019-03-15 15:00:00,37.05,135.32,6.95,1.55,4.29,128.62,142
2019-03-15 16:00:00,39.62,128.62,7.71,1.56,4.68,142.01,162
2019-03-15 17:00:00,27.53,117.27,10.03,1.54,4.74,123.63,162
2019-03-15 18:00:00,31.61,121.72,11,1.58,4.8,127.64,162
2019-03-15 19:00:00,26.29,117.59,10.91,1.62,4.42,128.17,162
2019-03-15 20:00:00,27.96,132.72,14.21,1.69,4.96,141.67,162
2019-03-15 21:00:00,24.08,113.69,14.4,1.71,4.51,129.59,162
2019-03-15 22:00:00,29.25,121.35,14.03,1.71,4.28,112.31,162
2019-03-15 23:00:00,20.07,90.59,15.46,1.73,4.38,103.76,162
2019-03-16 00:00:00,25.18,100.23,19.29,1.79,3.54,78.77,161
2019-03-16 01:00:00,24.2,116.42,22.17,1.84,3.68,60.46,161
2019-03-16 02:00:00,38.34,132.93,28.8,1.96,3.52,43.07,161
2019-03-16 03:00:00,33.12,136.37,26.14,1.89,3.15,46.28,161
2019-03-16 04:00:00,30.26,127.45,28.03,2.01,3.79,44.25,144
2019-03-16 05:00:00,47.17,166.47,35.55,2.48,6.66,42.67,118
2019-03-16 06:00:00,44.86,198.26,34.49,2.94,8.39,48.05,121
2019-03-16 07:00:00,55.55,252.64,36,3.02,9.86,50.97,125
2019-03-16 08:00:00,59.12,241.59,36.93,3.52,12.39,55.17,129
2019-03-16 09:00:00,60.38,232.96,51.23,3.03,8.59,61.4,132
2019-03-16 10:00:00,64.94,239.05,65.62,2.69,9.54,63.68,135
2019-03-16 11:00:00,53.88,228.34,40.86,2.21,10.04,97.18,137
2019-03-16 12:00:00,50.82,180.66,14.81,1.77,7.29,117.17,138
2019-03-16 13:00:00,37.1,142,10.42,1.67,4.76,130.69,145
2019-03-16 14:00:00,32.51,109.5,8.54,1.58,4.15,126.95,145
2019-03-16 15:00:00,26.48,85.25,7.96,1.58,4.79,142.78,163
2019-03-16 16:00:00,37.48,112.34,6.39,1.58,4.75,150.36,174
2019-03-16 17:00:00,27.93,124.03,7.27,1.58,4.16,146.91,174
2019-03-16 18:00:00,31.66,131.05,9.09,1.62,3.87,144.63,174
2019-03-16 19:00:00,30.72,116.25,11.22,1.64,3.04,127.18,174
2019-03-16 20:00:00,27.33,126.25,12.33,1.72,3.26,126.52,174
2019-03-16 21:00:00,33.37,128.61,17.09,1.89,3.82,104.89,174
2019-03-16 22:00:00,31.79,141.72,29.63,2.5,5.47,67.57,174
2019-03-16 23:00:00,43.45,236.99,41.22,3.71,11.43,71.17,174
2019-03-17 00:00:00,50.84,244.4,26.28,2.43,6.29,71.16,169
2019-03-17 01:00:00,31.2,127.99,8.23,1.68,2.85,97.84,166
2019-03-17 02:00:00,32.35,85.04,7.01,1.63,3.07,106.9,142
2019-03-17 03:00:00,30.74,94.37,8.53,1.64,2.31,97.13,141
2019-03-17 04:00:00,35.03,85.68,26.49,1.86,2.88,75.17,140
2019-03-17 05:00:00,41.19,130.3,36.63,2.02,3.02,57.96,139
2019-03-17 06:00:00,40.99,140.4,43.96,2.28,3.9,61.73,137
2019-03-17 07:00:00,56.77,163.56,40.27,2.48,5.26,62.22,135
2019-03-17 08:00:00,48.88,175.34,37.12,2.68,5.8,58.5,133
2019-03-17 09:00:00,64.11,234.67,45.12,2.6,6.54,65.19,133
2019-03-17 10:00:00,48.47,132,44.27,2.33,6.93,71.78,130
2019-03-17 11:00:00,48.85,135.73,29.59,2.05,6.14,83.11,127
2019-03-17 12:00:00,38.22,160.37,20.06,1.88,5.25,107.03,127
2019-03-17 13:00:00,42.3,160.13,10.76,1.7,5.12,119.41,129
2019-03-17 14:00:00,35.9,113.41,5.86,1.59,3.54,105.58,129
2019-03-17 15:00:00,20.81,86.9,4.51,1.48,3.64,88.14,129
2019-03-17 16:00:00,17.39,84.28,3.78,1.47,2.9,88.8,129
2019-03-17 17:00:00,17.53,101.04,4.42,1.48,3.07,91.81,129
2019-03-17 18:00:00,25.42,127,4.58,1.49,2.65,101.05,129
2019-03-17 19:00:00,31.23,118.25,6.59,1.56,2.5,99.99,129
2019-03-17 20:00:00,24.84,127.31,11.33,1.73,2.42,111.2,129
2019-03-17 21:00:00,38.3,106.77,14.29,1.81,3.63,117.75,126
2019-03-17 22:00:00,37.23,103.4,15.14,1.88,3.07,92.86,126
2019-03-17 23:00:00,41.94,132.48,36.18,2.56,4.24,60.69,126
2019-03-18 00:00:00,43.86,214.51,37.49,3.73,9.12,67.11,126
2019-03-18 01:00:00,59.71,259.64,33.87,3.77,10.67,70.91,126
2019-03-18 02:00:00,57.09,200.6,26.97,2.38,5.62,63.7,127
2019-03-18 03:00:00,35.23,108.33,25.95,1.99,3.46,57.56,128
2019-03-18 04:00:00,40.62,139.91,28.16,2.28,4.61,52.2,129
2019-03-18 05:00:00,38.85,137.42,27.74,2.27,4.34,53.48,130
2019-03-18 06:00:00,39.73,110.85,25.3,2.14,4.4,50.93,129
2019-03-18 07:00:00,38.83,127.71,33.82,2.71,6.7,56.39,128
2019-03-18 08:00:00,51.78,179.12,38.14,2.97,7.95,59.48,128
2019-03-18 09:00:00,43.42,143.63,40.02,2.45,5.68,56.16,125
2019-03-18 10:00:00,35.53,100.29,24.66,1.94,7.19,80.59,124
2019-03-18 11:00:00,35.05,109.75,23.7,1.87,7.88,76.83,124
2019-03-18 12:00:00,48.19,140.96,13.15,1.71,5.77,98.22,123
2019-03-18 13:00:00,37.45,142.57,8.38,1.61,5.87,110.21,123
2019-03-18 14:00:00,42.26,122.51,6.85,1.56,4.3,114.38,123
2019-03-18 15:00:00,39.67,109.6,6.71,1.58,4.03,122.66,133
2019-03-18 16:00:00,34.45,117.45,7.2,1.61,4.27,131.98,147
2019-03-18 17:00:00,33.85,116.22,6.24,1.54,3.33,118.23,147
2019-03-18 18:00:00,28.44,111.47,7.6,1.58,3.18,135.79,153
2019-03-18 19:00:00,32.23,112.85,10.35,1.63,3.01,142.1,162
2019-03-18 20:00:00,26.32,96.74,13.1,1.73,4.35,131.01,162
2019-03-18 21:00:00,25.86,94.88,25.4,2,4.49,89.38,162
2019-03-18 22:00:00,41.14,188.02,48.46,3.48,8.94,71.25,162
2019-03-18 23:00:00,66.8,304.88,46.82,4.24,13.81,69.75,162
2019-03-19 00:00:00,53.2,211.85,43.41,2.85,8.39,46.12,162
2019-03-19 01:00:00,41.28,185,47.54,3.67,11.9,51.68,162
2019-03-19 02:00:00,54.65,225.48,44.8,3.91,12.82,56.8,162
2019-03-19 03:00:00,49.33,181.96,26.3,2.27,6.14,41.69,146
2019-03-19 04:00:00,35.78,109.33,31.14,2.16,4.85,32.51,130
2019-03-19 05:00:00,37.81,121.11,25.26,2.31,6.85,35.34,130
2019-03-19 06:00:00,37.88,151.72,21.13,2.81,9.66,42.2,131
2019-03-19 07:00:00,53.12,214.7,21.07,4.15,15.33,69.26,133
2019-03-19 08:00:00,68.26,240.48,20.59,4.43,17.21,67.91,135
2019-03-19 09:00:00,67.04,267.65,31.95,3.74,13.9,71.27,138
2019-03-19 10:00:00,62.39,200.23,44.2,2.77,12.91,48.19,141
2019-03-19 11:00:00,47.01,175.25,26.2,2,8.68,53.82,143
2019-03-19 12:00:00,35.45,134.85,14.53,1.67,5.92,71.36,143
2019-03-19 13:00:00,24.88,91.34,9.87,1.56,4.6,61.74,141
2019-03-19 14:00:00,24.07,96.81,6.79,1.49,3.75,59.93,141
2019-03-19 15:00:00,21.32,66.27,5.36,1.46,3.88,63.14,139
2019-03-19 16:00:00,16.68,62.84,6.36,1.47,3.25,60.45,138
2019-03-19 17:00:00,19.26,81.28,5.73,1.46,3.52,70.73,137
2019-03-19 18:00:00,22.2,127.66,5.96,1.5,2.7,71.06,137
2019-03-19 19:00:00,17.24,76.2,6.64,1.52,2.99,72.35,136
2019-03-19 20:00:00,13.09,72.23,8.92,1.63,3.11,71.79,136
2019-03-19 21:00:00,19.06,84.93,10.69,1.74,2.42,63.25,135
2019-03-19 22:00:00,16.14,94.04,13.27,1.79,3.2,54.22,133
2019-03-19 23:00:00,16.85,107.61,11.72,1.83,4.18,53.08,127
2019-03-20 00:00:00,18.27,84.91,10.04,1.8,3.45,47.31,125
2019-03-20 01:00:00,25.04,71.71,8.55,1.66,3.12,47.64,121
2019-03-20 02:00:00,19.45,68.11,9.1,1.64,2.74,49.28,116
2019-03-20 03:00:00,20.96,70.38,10.78,1.67,3.43,44.71,113
2019-03-20 04:00:00,23.99,68.63,16.62,1.72,3.6,42.4,112
2019-03-20 05:00:00,28.09,105.34,23.57,2.07,5.71,59.45,112
2019-03-20 06:00:00,33.77,139.55,22.41,2.21,6.08,62.64,111
2019-03-20 07:00:00,42.93,159.15,15.84,2.75,8.25,67.09,110
2019-03-20 08:00:00,46.36,197.61,16.85,3.14,11.03,81.23,114
2019-03-20 09:00:00,44.55,161.81,22.83,2.29,7.36,74.13,114
2019-03-20 10:00:00,39.22,49.01,23.06,1.97,6.01,64.71,114
2019-03-20 11:00:00,32.77,96.71,14.22,1.77,4.76,64.42,114
2019-03-20 12:00:00,29.46,79.59,6.89,1.54,3.99,67.16,114
2019-03-20 13:00:00,21.83,59.65,4.95,1.44,3.57,59.34,114
2019-03-20 14:00:00,19.52,62.75,3.63,1.43,2.5,60.1,114
2019-03-20 15:00:00,21.1,57.8,3.44,1.43,3.61,66.16,114
2019-03-20 16:00:00,17.81,58.02,3.16,1.43,2.58,69.29,104
2019-03-20 17:00:00,18.8,68.59,3.33,1.43,2.68,70.59,98
2019-03-20 18:00:00,18.19,95.8,3.29,1.43,2.45,75.62,91
2019-03-20 19:00:00,22.93,66.44,3.68,1.44,3.13,78.37,91
2019-03-20 20:00:00,19.34,66.49,4.8,1.48,2.45,75.41,91
2019-03-20 21:00:00,18.26,76.25,6.32,1.58,2.93,68.35,90
2019-03-20 22:00:00,18.77,82.94,7.94,1.73,3.65,73.94,90
2019-03-20 23:00:00,48.59,179.89,10.19,2.25,5.41,105.53,108
2019-03-21 00:00:00,43.23,140.61,8.96,2.21,5.25,83.67,108
2019-03-21 01:00:00,48.54,146.7,5.31,2.04,4.35,65.4,108
2019-03-21 07:00:00,19.01,94.62,8.37,2.11,4.61,48.67,103
2019-03-21 08:00:00,23.09,106.11,10.22,2,4.38,44.68,101
2019-03-21 09:00:00,23.67,50.37,7.38,1.65,3.29,42.68,101
2019-03-21 10:00:00,4.98,36.29,1.39,1.51,3.19,47.53,101
2019-03-21 11:00:00,23.87,76.36,0.84,1.45,3.4,48.04,101
2019-03-21 12:00:00,21.48,71.3,1,1.4,3.22,46.24,101
2019-03-21 13:00:00,19.13,64.78,0.81,1.4,2.41,43.07,101
2019-03-21 14:00:00,5.71,62.34,0.72,1.38,2.18,46.05,101
2019-03-21 15:00:00,20.39,59,0.52,1.37,3.13,52.64,100
2019-03-21 16:00:00,6.54,66.55,0.89,1.37,2.35,59.78,85
2019-03-21 17:00:00,17.26,81.78,0.81,1.38,2.73,69.15,86
2019-03-21 18:00:00,18.22,95.07,1.53,1.4,2.29,67.67,85
2019-03-21 19:00:00,20.65,76.11,1.19,1.4,3.08,67.34,86
2019-03-21 20:00:00,13.29,63.05,3.04,1.45,2.9,61.49,86
2019-03-21 21:00:00,16.59,69.87,5.53,1.53,2.52,53.17,85
2019-03-21 22:00:00,15.21,80.16,4.82,1.52,2.96,50.64,85
2019-03-21 23:00:00,15.57,63,3.68,1.48,2.54,48.14,79
2019-03-22 00:00:00,8.83,58.53,4.95,1.48,2.75,48.74,76
2019-03-22 01:00:00,11.23,56.49,3.69,1.4,2.84,49.69,76
2019-03-22 02:00:00,17.2,42.6,1.86,1.34,2.08,48.36,76
2019-03-22 03:00:00,3,35.52,4.35,1.37,2.09,41.06,76
2019-03-22 04:00:00,9.94,34.06,8.03,1.4,2.24,37.05,76
2019-03-22 05:00:00,16.55,48.82,11.75,1.55,3.39,36.94,78
2019-03-22 06:00:00,14.99,66.4,11.66,1.54,3.08,36.27,78
2019-03-22 07:00:00,18.84,61.54,11.94,1.68,3.93,40.16,84
2019-03-22 08:00:00,21.65,104.08,14.43,1.8,5.01,44.65,90
2019-03-22 09:00:00,28.66,104.09,16.69,1.67,5.36,37,90
2019-03-22 10:00:00,14.14,29.4,18.74,1.67,5.01,29.3,90
2019-03-22 11:00:00,22.39,72.8,18.99,1.65,5.73,21.5,90
2019-03-22 12:00:00,28.93,102.45,4.67,1.38,2.86,29.52,90
2019-03-22 13:00:00,21.5,62.76,3.1,1.33,2.88,34.26,90
2019-03-22 14:00:00,21.09,68.68,1.54,1.29,2.71,38.29,90
2019-03-22 15:00:00,16.29,70.36,0.83,1.27,2.16,35.19,90
2019-03-22 16:00:00,18.04,59.56,1.2,1.28,2.57,34.33,84
2019-03-22 17:00:00,17.45,76.31,1.23,1.27,2.71,41.27,84
2019-03-22 18:00:00,21.91,86.88,1.6,1.28,2.37,43.59,82
2019-03-22 19:00:00,22.63,68.97,3.7,1.32,2.88,39.01,69
2019-03-22 20:00:00,20.23,78.52,5.61,1.36,2.71,36.07,68
2019-03-22 21:00:00,13.24,86.36,6.84,1.39,2.5,34.43,70
2019-03-22 22:00:00,22.73,60.59,7.46,1.4,3.08,30.82,70
2019-03-22 23:00:00,21.17,46.08,7.88,1.42,2.73,27.2,71
2019-03-23 00:00:00,21.64,77.95,15.21,1.65,3.15,24.12,82
2019-03-23 01:00:00,30.24,114.76,14.11,1.62,4.26,28.44,82
2019-03-23 02:00:00,31.91,108.96,5.52,1.41,3.53,35.5,82
2019-03-23 03:00:00,20.11,80.93,2.71,1.35,3.04,42.65,82
2019-03-23 04:00:00,23.87,109.57,1.62,1.32,2.48,40.04,82
2019-03-23 05:00:00,13.84,65.79,0.88,1.3,2.5,34.38,82
2019-03-23 06:00:00,18.23,53.93,1.95,1.31,2.19,26.73,82
2019-03-23 07:00:00,23.32,72.74,9.54,1.61,4.09,27.69,82
2019-03-23 08:00:00,30.27,134.41,16.41,1.8,6.42,28.82,90
2019-03-23 09:00:00,30.88,72.47,22.86,1.67,5.83,24.19,90
2019-03-23 10:00:00,27.73,86.3,16.73,1.5,4.81,30.34,90
2019-03-23 11:00:00,15.51,108.49,4.28,1.36,4.43,36.84,90
2019-03-23 12:00:00,33.98,108.64,3.76,1.35,3.63,46.54,90
2019-03-23 13:00:00,33.74,112.57,3.42,1.34,3.46,56.2,90
2019-03-23 14:00:00,36.46,101.71,2.79,1.33,3.48,59.38,90
2019-03-23 15:00:00,33.95,101.24,1.54,1.32,2.88,70.43,90
2019-03-23 16:00:00,36.51,108.9,3.51,1.35,3.14,82.75,88
2019-03-23 17:00:00,29.68,109.31,3.65,1.34,2.67,73.24,90
2019-03-23 18:00:00,36.37,115.78,5.57,1.35,2.45,81.25,91
2019-03-25 10:00:00,58.3,214.29,64.23,2.85,6.99,34.09,160
2019-03-25 11:00:00,66.77,266.18,75.28,2.52,7.71,33.03,160
2019-03-25 12:00:00,62.01,240.83,40.51,1.9,5.86,43.28,161
2019-03-25 13:00:00,77.75,257.42,16.92,1.54,3.63,63.33,163
2019-03-25 14:00:00,62.25,225.82,13.1,1.42,1.89,82.85,164
2019-03-25 15:00:00,65.28,183.22,12.65,1.31,1.58,82.16,165
2019-03-25 16:00:00,54.66,162.2,11.97,1.27,1.04,75.89,164
2019-03-25 17:00:00,91.55,228.55,19.75,1.28,3.04,92.77,166
2019-03-25 18:00:00,77.42,247.3,19.91,1.26,2.38,102.38,168
2019-03-25 19:00:00,56.26,189.85,21.8,1.28,1.59,88.13,169
2019-03-25 20:00:00,43.38,154.43,29.32,1.44,1.65,72.5,169
2019-03-25 21:00:00,34.2,147.72,27.82,1.43,2.33,53,170
2019-03-25 22:00:00,22.46,132.14,60.76,2,2.72,18.7,170
2019-03-25 23:00:00,30.92,178.48,68.69,2.38,4.68,14.89,171
2019-03-26 00:00:00,13.53,150.55,59.53,2.35,4.55,15.87,169
2019-03-26 01:00:00,51.1,178.87,55.9,2.62,5.39,26.02,168
2019-03-26 02:00:00,41.95,191.32,37.15,1.97,2.62,17.26,166
2019-03-26 03:00:00,18.76,111.93,17.57,1.45,0.6,11.72,163
2019-03-26 04:00:00,2.48,88.53,20.56,1.71,0.98,13.19,161
2019-03-26 05:00:00,11.91,109.66,23.33,1.82,1.6,17.74,159
2019-03-26 06:00:00,29.8,130.62,22.27,1.75,1.13,19.88,157
2019-03-26 07:00:00,35.61,188.22,13.88,1.64,0.48,17.54,157
2019-03-26 08:00:00,22.24,162.3,14.87,1.58,0.46,16.99,154
2019-03-26 09:00:00,21.56,89.46,28.35,1.9,0.36,23.09,151
2019-03-26 10:00:00,31.75,35.6,51.92,2.09,2.65,22.8,146
2019-03-26 11:00:00,52.84,161.77,41.27,1.79,2.23,26.24,143
2019-03-26 12:00:00,82.52,208.76,26.29,1.58,1.36,31.79,142
2019-03-26 13:00:00,74.2,192,20.01,1.47,0.59,38.11,140
2019-03-26 14:00:00,82.97,177.19,16.17,1.4,0.58,46.61,139
2019-03-26 15:00:00,74.21,184.16,10.76,1.4,0.3,63.17,139
2019-03-26 16:00:00,63.99,170.76,11.04,1.39,0.4,67.04,139
2019-03-26 17:00:00,57.5,154.41,10.08,1.39,0.83,71.6,137
2019-03-26 18:00:00,48.84,155.63,10.48,1.41,0.53,69.3,135
2019-03-26 19:00:00,41.17,197.68,9.39,1.44,0.42,61.35,135
2019-03-26 20:00:00,32.86,170.57,9.83,1.49,0.25,59.8,135
2019-03-26 21:00:00,27.57,134.82,11.77,1.58,0.29,51.05,135
2019-03-26 22:00:00,17.82,124.25,17.23,1.67,0.28,34.48,135
2019-03-26 23:00:00,39.47,158.33,23.84,2.11,0.48,24.8,134
2019-03-27 00:00:00,41.34,220.71,12.02,1.8,0.32,20.95,136
2019-03-27 01:00:00,35.79,123.35,7.04,1.65,0.07,19.41,135
2019-03-27 02:00:00,25.79,151.24,2.51,1.54,0.24,27.03,133
2019-03-27 03:00:00,22.06,140.28,0.64,1.52,0.2,29.46,134
2019-03-27 04:00:00,12.15,79.34,0.77,1.5,0.12,24.5,134
2019-03-27 05:00:00,16.05,97.01,8.57,1.55,0.06,21.73,134
2019-03-27 06:00:00,72.09,123.69,6,1.56,0.08,20.87,133
2019-03-27 07:00:00,26.26,116.19,5.28,1.59,0.25,21.1,131
2019-03-27 08:00:00,23.88,110.15,7.82,1.6,0.12,19.24,130
2019-03-27 09:00:00,23.61,40.19,19.23,1.76,0.18,22.13,129
2019-03-27 10:00:00,35.33,84.99,32.38,1.94,0.16,27.83,130
2019-03-27 11:00:00,57.64,173.42,29.3,1.77,1.52,27.16,130
2019-03-27 15:00:00,45.41,139.1,6.6,1.46,50.55,30.2,124
2019-03-27 16:00:00,45.7,139.06,4.78,1.43,55.81,43.23,124
2019-03-27 17:00:00,35.88,146.72,3.87,1.44,56.39,42.13,123
2019-03-27 18:00:00,37.74,149.59,5.18,1.45,56.47,45.06,123
2019-03-27 19:00:00,27.06,133.87,4.93,1.48,55.73,43.89,121
2019-03-27 20:00:00,23.97,119.58,7.13,1.53,56.24,44.04,120
2019-03-27 21:00:00,21.81,89.38,8.11,1.56,55.73,41.19,119
2019-03-27 22:00:00,25.33,126.76,15.97,1.78,57.42,31.59,119
2019-03-27 23:00:00,30.17,139.61,24.05,1.96,58.44,28.61,118
2019-03-28 00:00:00,24.42,112.89,11.74,1.69,56.12,25.48,115
2019-03-28 01:00:00,30.95,127.13,6.35,1.61,55.75,24.53,115
2019-03-28 02:00:00,14.61,83.62,3.54,1.56,55.91,24.28,114
2019-03-28 03:00:00,6.49,61.11,2.54,1.55,56.04,25.58,111
2019-03-28 04:00:00,18.68,89.71,16.17,1.63,56.2,23.17,112
2019-03-28 05:00:00,25.07,102.44,19.78,1.67,56.12,23.96,112
2019-03-28 06:00:00,38.68,150.4,20.21,1.81,58.17,32.26,113
2019-03-28 07:00:00,38.08,188.81,18.86,1.85,58.18,35.97,115
2019-03-28 10:00:00,47.15,64.44,35.51,1.9,58.52,29.42,117
2019-03-28 11:00:00,56.48,129.92,22.8,1.75,57.43,31.58,115
2019-03-28 12:00:00,49.89,128.81,12.67,1.65,50.06,29.59,115
2019-03-28 13:00:00,40.48,68.61,9.63,1.58,33.97,38.31,113
2019-03-28 14:00:00,43.32,69.74,5,1.54,32.54,43.78,111
2019-03-28 15:00:00,40.06,83.16,3.78,1.5,32.11,50.56,109
